Data,Grup_Edat,Genere,HAV,HB,HC,HCR,HJT,HSP,HVD
2025-01-21,15-44,Dona,2.0,5.0,1.0,4.0,1.0,2.0,0.0
2025-01-21,15-44,Home,0.0,2.0,1.0,2.0,1.0,6.0,3.0
2025-01-21,45-64,Dona,2.0,2.0,4.0,2.0,0.0,4.0,1.0
2025-01-21,45-64,Home,6.0,8.0,3.0,3.0,1.0,3.0,1.0
2025-01-21,65+,Dona,2.0,11.0,0.0,7.0,1.0,3.0,1.0
2025-01-21,65+,Home,5.0,9.0,3.0,1.0,0.0,5.0,1.0
2025-01-22,0-14,Dona,1.0,1.0,0.0,3.0,2.0,2.0,2.0
2025-01-22,0-14,Home,3.0,3.0,2.0,2.0,1.0,1.0,0.0
2025-01-22,15-44,Dona,4.0,2.0,1.0,2.0,1.0,4.0,1.0
2025-01-22,15-44,Home,5.0,4.0,2.0,4.0,3.0,3.0,1.0
2025-01-22,45-64,Dona,6.0,4.0,5.0,1.0,2.0,5.0,0.0
2025-01-22,45-64,Home,2.0,3.0,1.0,2.0,2.0,6.0,2.0
2025-01-22,65+,Dona,5.0,7.0,6.0,6.0,5.0,7.0,2.0
2025-01-22,65+,Home,3.0,4.0,6.0,9.0,3.0,7.0,0.0
2025-01-23,0-14,Dona,2.0,2.0,1.0,0.0,1.0,0.0,0.0
2025-01-23,0-14,Home,1.0,4.0,0.0,0.0,1.0,1.0,0.0
2025-01-23,15-44,Dona,3.0,2.0,3.0,5.0,1.0,1.0,1.0
2025-01-23,15-44,Home,7.0,4.0,3.0,3.0,1.0,2.0,3.0
2025-01-23,45-64,Dona,1.0,3.0,3.0,1.0,6.0,2.0,0.0
2025-01-23,45-64,Home,5.0,1.0,3.0,2.0,3.0,1.0,0.0
2025-01-23,65+,Dona,11.0,6.0,4.0,9.0,9.0,2.0,2.0
2025-01-23,65+,Home,7.0,9.0,7.0,4.0,3.0,5.0,3.0
2025-01-24,0-14,Dona,1.0,4.0,0.0,2.0,2.0,2.0,1.0
2025-01-24,0-14,Home,1.0,3.0,0.0,3.0,1.0,0.0,1.0
2025-01-24,15-44,Dona,5.0,2.0,5.0,3.0,2.0,2.0,2.0
2025-01-24,15-44,Home,3.0,7.0,2.0,4.0,3.0,7.0,2.0
2025-01-24,45-64,Dona,4.0,7.0,3.0,7.0,5.0,5.0,0.0
2025-01-24,45-64,Home,3.0,1.0,1.0,2.0,2.0,2.0,2.0
2025-01-24,65+,Dona,9.0,6.0,3.0,3.0,4.0,2.0,3.0
2025-01-24,65+,Home,8.0,7.0,3.0,8.0,3.0,5.0,0.0
2025-01-25,0-14,Dona,2.0,2.0,0.0,0.0,1.0,0.0,1.0
2025-01-25,0-14,Home,2.0,1.0,1.0,0.0,0.0,2.0,0.0
2025-01-25,15-44,Dona,4.0,2.0,2.0,2.0,3.0,2.0,2.0
2025-01-25,15-44,Home,4.0,2.0,4.0,2.0,8.0,1.0,0.0
2025-01-25,45-64,Dona,3.0,4.0,1.0,0.0,2.0,1.0,2.0
2025-01-25,45-64,Home,5.0,4.0,1.0,2.0,5.0,4.0,2.0
2025-01-25,65+,Dona,8.0,10.0,3.0,9.0,6.0,5.0,0.0
2025-01-25,65+,Home,6.0,4.0,2.0,6.0,5.0,2.0,1.0
2025-01-26,0-14,Dona,3.0,2.0,0.0,2.0,2.0,1.0,0.0
2025-01-26,0-14,Home,1.0,3.0,0.0,0.0,1.0,0.0,0.0
2025-01-26,15-44,Dona,4.0,3.0,0.0,1.0,2.0,2.0,2.0
2025-01-26,15-44,Home,3.0,1.0,3.0,2.0,2.0,2.0,0.0
2025-01-26,45-64,Dona,4.0,7.0,3.0,5.0,2.0,3.0,2.0
2025-01-26,45-64,Home,5.0,1.0,4.0,5.0,4.0,1.0,0.0
2025-01-26,65+,Dona,11.0,7.0,2.0,1.0,7.0,4.0,4.0
2025-01-26,65+,Home,7.0,7.0,2.0,4.0,7.0,1.0,0.0
2025-01-27,0-14,Dona,4.0,2.0,1.0,0.0,0.0,1.0,0.0
2025-01-27,0-14,Home,1.0,2.0,1.0,1.0,3.0,1.0,0.0
2025-01-27,15-44,Dona,3.0,5.0,3.0,2.0,3.0,1.0,0.0
2025-01-27,15-44,Home,3.0,2.0,0.0,0.0,4.0,2.0,0.0
2025-01-27,45-64,Dona,4.0,2.0,2.0,3.0,1.0,0.0,0.0
2025-01-27,45-64,Home,3.0,3.0,1.0,1.0,1.0,3.0,1.0
2025-01-27,65+,Dona,13.0,2.0,4.0,8.0,7.0,2.0,3.0
2025-01-27,65+,Home,7.0,3.0,3.0,6.0,5.0,6.0,3.0
2025-01-28,0-14,Dona,2.0,0.0,0.0,1.0,5.0,0.0,0.0
2025-01-28,0-14,Home,0.0,2.0,0.0,3.0,4.0,2.0,0.0
2025-01-28,15-44,Dona,7.0,2.0,0.0,3.0,9.0,1.0,2.0
2025-01-28,15-44,Home,4.0,4.0,3.0,5.0,4.0,2.0,1.0
2025-01-28,45-64,Dona,7.0,3.0,2.0,1.0,5.0,3.0,2.0
2025-01-28,45-64,Home,2.0,2.0,0.0,3.0,4.0,1.0,0.0
2025-01-28,65+,Dona,5.0,5.0,2.0,1.0,8.0,0.0,1.0
2025-01-28,65+,Home,7.0,5.0,2.0,3.0,10.0,0.0,1.0
2025-01-29,0-14,Dona,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2025-01-29,0-14,Home,2.0,1.0,0.0,1.0,1.0,0.0,0.0
2025-01-29,15-44,Dona,2.0,1.0,1.0,4.0,1.0,1.0,2.0
2025-01-29,15-44,Home,5.0,1.0,0.0,3.0,5.0,0.0,2.0
2025-01-29,45-64,Dona,3.0,1.0,1.0,1.0,2.0,1.0,0.0
2025-01-29,45-64,Home,7.0,2.0,1.0,2.0,4.0,4.0,1.0
2025-01-29,65+,Dona,8.0,6.0,2.0,1.0,8.0,3.0,1.0
2025-01-29,65+,Home,7.0,7.0,0.0,7.0,9.0,1.0,1.0
2025-01-30,0-14,Dona,0.0,0.0,2.0,0.0,3.0,0.0,0.0
2025-01-30,0-14,Home,3.0,2.0,2.0,0.0,0.0,0.0,1.0
2025-01-30,15-44,Dona,4.0,2.0,1.0,1.0,3.0,0.0,1.0
2025-01-30,15-44,Home,3.0,1.0,1.0,3.0,5.0,1.0,1.0
2025-01-30,45-64,Dona,1.0,1.0,0.0,2.0,3.0,2.0,1.0
2025-01-30,45-64,Home,3.0,2.0,1.0,0.0,6.0,1.0,1.0
2025-01-30,65+,Dona,9.0,5.0,4.0,3.0,11.0,1.0,2.0
2025-01-30,65+,Home,9.0,2.0,3.0,3.0,6.0,2.0,3.0
2025-01-31,0-14,Dona,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2025-01-31,0-14,Home,1.0,1.0,0.0,0.0,2.0,0.0,0.0
2025-01-31,15-44,Dona,1.0,1.0,2.0,0.0,2.0,4.0,0.0
2025-01-31,15-44,Home,3.0,3.0,3.0,2.0,2.0,0.0,0.0
2025-01-31,45-64,Dona,3.0,4.0,2.0,2.0,5.0,0.0,3.0
2025-01-31,45-64,Home,7.0,0.0,4.0,0.0,7.0,0.0,2.0
2025-01-31,65+,Dona,10.0,5.0,1.0,3.0,6.0,4.0,3.0
2025-01-31,65+,Home,8.0,6.0,2.0,1.0,7.0,3.0,1.0
2025-02-01,0-14,Dona,2.0,1.0,0.0,0.0,1.0,0.0,1.0
2025-02-01,0-14,Home,0.0,3.0,0.0,1.0,3.0,1.0,1.0
2025-02-01,15-44,Dona,3.0,2.0,1.0,3.0,5.0,0.0,1.0
2025-02-01,15-44,Home,4.0,0.0,3.0,5.0,5.0,0.0,1.0
2025-02-01,45-64,Dona,5.0,1.0,2.0,3.0,6.0,1.0,0.0
2025-02-01,45-64,Home,1.0,1.0,0.0,3.0,3.0,2.0,1.0
2025-02-01,65+,Dona,5.0,1.0,1.0,4.0,8.0,2.0,2.0
2025-02-01,65+,Home,3.0,3.0,2.0,3.0,5.0,3.0,2.0
2025-02-02,0-14,Dona,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2025-02-02,0-14,Home,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2025-02-02,15-44,Dona,3.0,1.0,1.0,1.0,5.0,3.0,2.0
2025-02-02,15-44,Home,1.0,0.0,3.0,3.0,3.0,0.0,0.0
2025-02-02,45-64,Dona,6.0,4.0,1.0,0.0,7.0,1.0,0.0
2025-02-02,45-64,Home,6.0,0.0,1.0,2.0,1.0,0.0,0.0
2025-02-02,65+,Dona,2.0,3.0,5.0,4.0,8.0,6.0,2.0
2025-02-02,65+,Home,6.0,1.0,6.0,1.0,5.0,3.0,4.0
2025-02-03,0-14,Dona,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2025-02-03,0-14,Home,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2025-02-03,15-44,Dona,1.0,2.0,3.0,1.0,1.0,2.0,1.0
2025-02-03,15-44,Home,2.0,1.0,1.0,0.0,4.0,0.0,3.0
2025-02-03,45-64,Dona,2.0,1.0,1.0,1.0,6.0,2.0,2.0
2025-02-03,45-64,Home,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-02-03,65+,Dona,3.0,1.0,1.0,1.0,4.0,4.0,3.0
2025-02-03,65+,Home,4.0,1.0,4.0,2.0,9.0,4.0,1.0
2025-02-04,0-14,Dona,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,0-14,Home,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2025-02-04,15-44,Dona,1.0,1.0,0.0,1.0,1.0,1.0,2.0
2025-02-04,15-44,Home,4.0,2.0,5.0,1.0,1.0,1.0,3.0
2025-02-04,45-64,Dona,3.0,0.0,0.0,0.0,5.0,3.0,1.0
2025-02-04,45-64,Home,3.0,1.0,0.0,0.0,1.0,3.0,1.0
2025-02-04,65+,Dona,4.0,5.0,1.0,1.0,3.0,3.0,0.0
2025-02-04,65+,Home,4.0,1.0,1.0,1.0,1.0,2.0,4.0
2025-02-05,0-14,Dona,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2025-02-05,0-14,Home,0.0,0.0,0.0,1.0,2.0,0.0,0.0
2025-02-05,15-44,Dona,4.0,1.0,1.0,2.0,4.0,0.0,1.0
2025-02-05,15-44,Home,2.0,1.0,0.0,0.0,1.0,1.0,3.0
2025-02-05,45-64,Dona,3.0,3.0,1.0,2.0,2.0,2.0,0.0
2025-02-05,45-64,Home,3.0,1.0,0.0,1.0,2.0,2.0,2.0
2025-02-05,65+,Dona,3.0,3.0,3.0,0.0,4.0,2.0,0.0
2025-02-05,65+,Home,4.0,7.0,1.0,3.0,8.0,5.0,2.0
2025-02-06,0-14,Dona,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2025-02-06,0-14,Home,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2025-02-06,15-44,Dona,4.0,0.0,0.0,2.0,1.0,2.0,0.0
2025-02-06,15-44,Home,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2025-02-06,45-64,Dona,5.0,0.0,1.0,0.0,2.0,0.0,1.0
2025-02-06,45-64,Home,1.0,1.0,2.0,1.0,2.0,0.0,0.0
2025-02-06,65+,Dona,4.0,5.0,2.0,1.0,1.0,4.0,0.0
2025-02-06,65+,Home,3.0,5.0,2.0,3.0,7.0,1.0,1.0
2025-02-07,0-14,Dona,2.0,2.0,1.0,0.0,1.0,1.0,0.0
2025-02-07,0-14,Home,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-07,15-44,Dona,5.0,3.0,3.0,0.0,3.0,1.0,3.0
2025-02-07,15-44,Home,4.0,0.0,3.0,1.0,2.0,1.0,3.0
2025-02-07,45-64,Dona,2.0,5.0,3.0,0.0,2.0,0.0,3.0
2025-02-07,45-64,Home,1.0,2.0,2.0,0.0,2.0,1.0,1.0
2025-02-07,65+,Dona,5.0,5.0,7.0,1.0,5.0,1.0,4.0
2025-02-07,65+,Home,3.0,3.0,2.0,6.0,5.0,3.0,5.0
2025-02-08,0-14,Dona,2.0,2.0,1.0,0.0,1.0,0.0,1.0
2025-02-08,0-14,Home,1.0,0.0,2.0,1.0,0.0,1.0,0.0
2025-02-08,15-44,Dona,1.0,2.0,0.0,1.0,3.0,0.0,2.0
2025-02-08,15-44,Home,3.0,1.0,1.0,1.0,3.0,2.0,2.0
2025-02-08,45-64,Dona,1.0,2.0,5.0,0.0,1.0,0.0,0.0
2025-02-08,45-64,Home,1.0,2.0,1.0,0.0,1.0,3.0,1.0
2025-02-08,65+,Dona,2.0,0.0,5.0,1.0,0.0,3.0,3.0
2025-02-08,65+,Home,2.0,7.0,1.0,4.0,8.0,3.0,2.0
2025-02-09,0-14,Dona,1.0,1.0,0.0,0.0,1.0,1.0,0.0
2025-02-09,0-14,Home,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2025-02-09,15-44,Dona,1.0,0.0,3.0,0.0,3.0,2.0,4.0
2025-02-09,15-44,Home,0.0,1.0,0.0,0.0,2.0,1.0,1.0
2025-02-09,45-64,Dona,2.0,0.0,2.0,0.0,0.0,2.0,0.0
2025-02-09,45-64,Home,4.0,1.0,0.0,1.0,3.0,0.0,0.0
2025-02-09,65+,Dona,2.0,2.0,0.0,1.0,2.0,1.0,1.0
2025-02-09,65+,Home,4.0,3.0,4.0,0.0,1.0,2.0,0.0
2025-02-10,0-14,Dona,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-02-10,0-14,Home,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-02-10,15-44,Dona,1.0,2.0,3.0,2.0,1.0,1.0,0.0
2025-02-10,15-44,Home,3.0,2.0,0.0,0.0,2.0,2.0,0.0
2025-02-10,45-64,Dona,1.0,4.0,1.0,0.0,1.0,1.0,1.0
2025-02-10,45-64,Home,3.0,2.0,0.0,2.0,0.0,0.0,0.0
2025-02-10,65+,Dona,2.0,5.0,3.0,2.0,1.0,2.0,1.0
2025-02-10,65+,Home,4.0,7.0,1.0,3.0,2.0,1.0,1.0
2025-02-11,0-14,Dona,2.0,0.0,0.0,0.0,1.0,1.0,0.0
